CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
1642,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Fresh cheese curds or rounds,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie St-Fidèle),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1642,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Fresh cheese curds or rounds,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie St-Fidèle),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1642,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Fresh cheese curds or rounds,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie St-Fidèle),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1643,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie St-Fidèle),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1643,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie St-Fidèle),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1643,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie St-Fidèle),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1644,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie St-Fidèle),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1644,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie St-Fidèle),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1644,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie St-Fidèle),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1645,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddar fort (Fromagerie St-Fidèle),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1645,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddar fort (Fromagerie St-Fidèle),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1645,QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddar fort (Fromagerie St-Fidèle),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1646,QC,Industrial,41.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie St-Fidèle),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1646,QC,Industrial,41.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie St-Fidèle),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1646,QC,Industrial,41.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie St-Fidèle),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1647,QC,Industrial,40.0,Slightly nutty with a lovely mix of port,Ivory coloured cheese in the centre with a crimson colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au porto (Fromagerie St-Fidèle),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1647,QC,Industrial,40.0,Slightly nutty with a lovely mix of port,Ivory coloured cheese in the centre with a crimson colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au porto (Fromagerie St-Fidèle),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1647,QC,Industrial,40.0,Slightly nutty with a lovely mix of port,Ivory coloured cheese in the centre with a crimson colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au porto (Fromagerie St-Fidèle),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1648,QC,Industrial,40.0,Slightly nutty taste typical of Suisse St-Fidèle,Ivory coloured cheese in centre and an amber colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,Not Specified,Suisse macéré au mistelle,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1648,QC,Industrial,40.0,Slightly nutty taste typical of Suisse St-Fidèle,Ivory coloured cheese in centre and an amber colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,Not Specified,Suisse macéré au mistelle,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1648,QC,Industrial,40.0,Slightly nutty taste typical of Suisse St-Fidèle,Ivory coloured cheese in centre and an amber colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,Not Specified,Suisse macéré au mistelle,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1649,QC,Industrial,40.0,"Slightly nutty taste typical of Suisse St-Fidèle, flavoured with apple cider",Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au Cidre de pommes,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1649,QC,Industrial,40.0,"Slightly nutty taste typical of Suisse St-Fidèle, flavoured with apple cider",Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au Cidre de pommes,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1649,QC,Industrial,40.0,"Slightly nutty taste typical of Suisse St-Fidèle, flavoured with apple cider",Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au Cidre de pommes,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1650,QC,Industrial,40.0,Slight nutty taste and mild almond depending on age,Interior ripened,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie St-Fidèle),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1650,QC,Industrial,40.0,Slight nutty taste and mild almond depending on age,Interior ripened,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie St-Fidèle),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1650,QC,Industrial,40.0,Slight nutty taste and mild almond depending on age,Interior ripened,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie St-Fidèle),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1651,QC,Artisan,40.0,Not Specified,"Cheddar type cheese, unripened",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Jocoeur,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1651,QC,Artisan,40.0,Not Specified,"Cheddar type cheese, unripened",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Jocoeur,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1651,QC,Artisan,40.0,Not Specified,"Cheddar type cheese, unripened",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Jocoeur,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1652,QC,Artisan,41.0,"Delicate, milk taste, with slightly acidulous accents",The interior presents small holes.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Fredondaine,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1652,QC,Artisan,41.0,"Delicate, milk taste, with slightly acidulous accents",The interior presents small holes.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Fredondaine,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1652,QC,Artisan,41.0,"Delicate, milk taste, with slightly acidulous accents",The interior presents small holes.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Fredondaine,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1653,QC,Artisan,46.0,Not Specified,"Gray and dry rind that has a mushroom aroma. Ivory colored cheese, supple and showing small holes inside",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Farandole,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1653,QC,Artisan,46.0,Not Specified,"Gray and dry rind that has a mushroom aroma. Ivory colored cheese, supple and showing small holes inside",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Farandole,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1653,QC,Artisan,46.0,Not Specified,"Gray and dry rind that has a mushroom aroma. Ivory colored cheese, supple and showing small holes inside",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Farandole,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1654,QC,Artisan,40.0,Delicate nutty taste,"Natural rind, light grey colour",0,Firm Cheese,Cow,Pasteurized,Not Specified,Sonatine,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1654,QC,Artisan,40.0,Delicate nutty taste,"Natural rind, light grey colour",0,Firm Cheese,Cow,Pasteurized,Not Specified,Sonatine,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1654,QC,Artisan,40.0,Delicate nutty taste,"Natural rind, light grey colour",0,Firm Cheese,Cow,Pasteurized,Not Specified,Sonatine,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1655,QC,Artisan,40.0,"Subtle delicate flavor, slightly nutty","Firm, surface ripened cheese",0,Firm Cheese,Ewe,Thermised,Not Specified,Allegretto,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1655,QC,Artisan,40.0,"Subtle delicate flavor, slightly nutty","Firm, surface ripened cheese",0,Firm Cheese,Ewe,Thermised,Not Specified,Allegretto,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1655,QC,Artisan,40.0,"Subtle delicate flavor, slightly nutty","Firm, surface ripened cheese",0,Firm Cheese,Ewe,Thermised,Not Specified,Allegretto,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1656,QC,Farmstead,65.0,"Mild (Available Varieties: herbs, chive, garlic, pepper)",Smooth cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Blanchon (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1656,QC,Farmstead,65.0,"Mild (Available Varieties: herbs, chive, garlic, pepper)",Smooth cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Blanchon (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1656,QC,Farmstead,65.0,"Mild (Available Varieties: herbs, chive, garlic, pepper)",Smooth cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Blanchon (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1657,QC,Farmstead,45.0,Mushroomy and milky taste,Soft white and chalky cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tit Diable,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1657,QC,Farmstead,45.0,Mushroomy and milky taste,Soft white and chalky cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tit Diable,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1657,QC,Farmstead,45.0,Mushroomy and milky taste,Soft white and chalky cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tit Diable,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1658,QC,Farmstead,60.0,"Slightly goat, ash and fruit flavour","Soft white and chalky cheese, ashen",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte cendrée,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1658,QC,Farmstead,60.0,"Slightly goat, ash and fruit flavour","Soft white and chalky cheese, ashen",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte cendrée,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1658,QC,Farmstead,60.0,"Slightly goat, ash and fruit flavour","Soft white and chalky cheese, ashen",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte cendrée,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1659,QC,Farmstead,68.0,"Delicate, mild goat flavour",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Pampille,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1659,QC,Farmstead,68.0,"Delicate, mild goat flavour",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Pampille,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1659,QC,Farmstead,68.0,"Delicate, mild goat flavour",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Pampille,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1660,QC,Farmstead,60.0,Mild and long lasting flavour,"Creamy and melst in your mouth cheese, bloomy rind",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tite Chevrette,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1660,QC,Farmstead,60.0,Mild and long lasting flavour,"Creamy and melst in your mouth cheese, bloomy rind",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tite Chevrette,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1660,QC,Farmstead,60.0,Mild and long lasting flavour,"Creamy and melst in your mouth cheese, bloomy rind",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tite Chevrette,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
1661,QC,Farmstead,56.0,Mushroomy and milky flavor,Rind unctuous to runny when aged,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte fleurie,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
1661,QC,Farmstead,56.0,Mushroomy and milky flavor,Rind unctuous to runny when aged,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte fleurie,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
1661,QC,Farmstead,56.0,Mushroomy and milky flavor,Rind unctuous to runny when aged,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte fleurie,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
